brand,model,milage,fuel_type,price,engine_hp,age
9,1661,23292,0,53900,355.0,2
43,140,43500,0,69000,350.0,9
9,398,69500,0,10500,455.0,10
4,964,95450,0,4700,240.0,24
27,791,120000,0,14800,263.0,17
10,1693,115000,0,19780,170.0,12
16,772,67686,0,44500,362.0,6
26,1413,95212,0,17100,340.0,8
4,1789,5338,0,81900,389.0,2
26,1406,22270,0,59900,518.0,4
26,1426,114287,0,12850,300.0,15
36,234,22000,0,85000,550.0,6
26,1416,15000,0,50000,340.0,6
3,174,73091,0,27000,252.0,8
24,1675,9100,0,62900,291.0,2
11,446,17000,0,38500,335.0,14
15,1535,81000,0,29900,355.0,9
9,1554,13700,0,35999,355.0,5
14,636,50000,0,78000,400.0,7
39,257,109580,0,13500,182.0,9
14,321,5400,0,66200,275.0,2
48,1573,107000,0,18000,260.0,17
11,1332,94500,1,10000,250.0,23
14,677,29719,3,42000,385.0,6
4,135,26000,0,44700,335.0,6
50,1161,87066,0,16000,256.0,8
14,731,65000,2,24000,188.0,7
39,63,162000,0,4300,332.0,18
7,932,145565,0,7750,200.0,21
36,353,97988,0,12980,329.0,12
22,953,82900,0,12500,210.0,15
3,166,125000,0,12490,211.0,12
18,848,155000,0,31000,393.0,17
50,270,73043,0,37050,260.0,6
28,1012,80134,0,20995,240.0,7
4,114,98385,0,11500,400.0,14
53,864,48000,0,49500,295.0,8
9,1618,92000,3,12995,355.0,9
36,222,49000,0,65000,385.0,8
39,59,87000,0,12999,306.0,17
4,113,120000,0,45000,445.0,7
9,507,15000,0,41500,490.0,4
36,206,56985,0,65900,469.0,7
9,507,7900,0,36499,490.0,3
4,69,7100,0,29000,255.0,5
43,150,22500,0,57999,400.0,11
3,187,55000,2,39000,335.0,10
36,756,124542,0,20995,335.0,11
24,1154,185000,0,4000,185.0,13
8,371,72836,0,13800,321.0,12
8,368,61000,0,21000,272.0,8
36,225,654,0,73500,577.0,6
27,1317,83000,2,14900,306.0,8
43,1175,77800,0,16000,300.0,13
22,1761,70500,0,27000,285.0,6
4,962,2000,0,63000,335.0,3
11,1331,152068,0,13800,210.0,14
14,732,212000,2,21500,191.0,12
16,785,11000,0,18500,300.0,4
26,1387,56000,0,27500,380.0,7
39,63,126000,0,12500,332.0,12
26,1424,5500,0,63000,518.0,7
52,1088,61117,0,23000,518.0,4
4,50,70000,0,11000,300.0,17
4,66,118500,0,17000,240.0,9
3,174,59271,0,20784,252.0,7
22,842,31130,0,29000,295.0,8
0,993,135465,0,8250,300.0,13
14,662,20000,0,75499,450.0,2
8,613,64800,0,63500,420.0,4
22,954,116157,0,15500,210.0,22
9,398,49000,0,29000,455.0,8
36,227,13000,2,79900,429.0,4
14,628,163000,3,18000,310.0,13
9,398,75151,0,30000,455.0,9
24,1153,95000,0,11900,185.0,11
43,140,21450,0,47500,350.0,10
44,30,5020,0,49900,410.0,5
53,405,96419,2,22000,208.0,10
8,238,83500,0,18500,202.0,13
15,1858,159500,3,8500,320.0,13
32,1260,63000,0,30000,394.0,19
39,1104,114000,0,10000,215.0,19
14,656,74349,0,36000,325.0,7
4,44,170000,0,7500,230.0,14
26,1416,55000,0,33333,340.0,5
29,1456,70000,0,20000,340.0,17
36,347,72500,0,29950,208.0,10
9,398,12500,0,48000,455.0,4
43,1024,7600,0,55000,340.0,8
3,186,41200,2,25500,335.0,7
3,1214,91700,0,14500,200.0,14
4,970,64800,0,35900,425.0,10
36,737,28755,0,53500,416.0,6
35,108,19324,0,80900,562.0,5
14,614,166000,3,15000,290.0,12
28,1001,19500,0,79995,240.0,7
54,823,70500,0,17000,220.0,9
27,788,65900,0,41000,301.0,8
17,460,110000,0,12000,158.0,15
22,1767,26000,0,32000,285.0,7
32,807,19500,0,62000,404.0,8
36,546,90000,0,21000,302.0,11
14,666,73500,0,30750,375.0,7
32,808,49750,0,26000,404.0,7
36,756,60345,0,24700,340.0,17
50,895,90000,0,11000,265.0,22
28,1138,144000,0,17500,380.0,9
3,186,4100,2,81500,335.0,2
27,1310,170000,0,2500,295.0,19
3,1222,48000,0,32000,248.0,7
4,48,58664,0,26750,248.0,8
36,334,40000,0,30999,241.0,9
3,174,40000,0,26999,252.0,7
8,599,116500,0,23000,420.0,8
36,1485,150000,0,9000,382.0,18
20,979,125800,0,11500,420.0,14
27,788,52775,0,36800,301.0,6
53,701,57000,0,57000,260.0,9
4,981,32000,0,63100,560.0,8
53,83,97724,0,15900,236.0,18
3,169,181000,0,12500,211.0,14
19,1173,7600,0,48500,291.0,3
43,117,44000,0,41000,350.0,8
22,838,24651,0,7495,293.0,5
14,326,12000,0,47500,315.0,3
27,927,64600,0,40500,383.0,8
19,805,75000,0,17000,306.0,14
9,508,3273,0,76000,490.0,2
36,547,58375,0,18500,302.0,11
3,1224,125000,3,14800,240.0,13
36,546,17900,0,45000,255.0,3
15,1862,194500,0,36740,355.0,8
44,14,41800,0,57000,395.0,4
26,1391,10500,0,53999,518.0,6
8,371,111650,0,14000,270.0,10
27,880,128032,0,22000,306.0,16
43,140,13850,0,31000,350.0,11
4,113,39000,0,35000,445.0,10
14,656,110000,0,17500,365.0,8
20,1233,7300,2,46995,354.0,3
53,1518,1800,2,72500,437.0,2
36,1487,22000,0,45000,518.0,16
43,430,123000,0,12750,520.0,11
38,1167,162000,0,10750,166.0,10
9,1619,110000,0,25500,355.0,8
14,666,53401,0,35900,375.0,4
9,507,12100,0,78500,490.0,3
4,970,49000,0,65000,425.0,12
14,671,32000,0,46000,450.0,4
9,524,138000,0,10000,138.0,14
29,620,59000,0,21500,276.0,11
14,321,12500,0,69900,275.0,2
14,669,36500,0,67900,475.0,3
14,666,105000,0,22000,365.0,12
39,258,159870,0,7200,182.0,13
54,829,127770,0,17950,170.0,9
43,150,28500,0,29999,420.0,8
53,1726,67000,0,30500,381.0,6
26,1416,90000,0,22500,375.0,13
34,1322,120000,0,5000,232.0,17
27,1310,183000,0,12500,270.0,17
9,399,152068,0,6000,200.0,14
42,1575,37200,0,6700,260.0,18
3,165,28211,0,2990,220.0,7
14,656,10400,0,69000,375.0,4
4,73,82849,0,24000,300.0,9
9,1661,92728,3,18000,320.0,13
42,1575,96541,0,8700,260.0,20
36,222,7200,0,59800,385.0,7
3,1648,165000,0,11000,400.0,14
9,277,148000,3,16999,320.0,14
14,1111,35550,0,53000,310.0,7
36,207,25000,0,59000,503.0,10
4,48,50000,0,27000,248.0,10
4,964,123500,0,12599,414.0,16
19,247,190395,0,8900,138.0,14
11,447,107000,0,2300,250.0,20
14,1114,99500,0,13700,412.0,15
36,547,73000,0,11900,268.0,16
9,506,8288,0,65900,490.0,4
26,1416,76500,0,21000,340.0,11
4,970,98000,0,24000,425.0,9
39,781,9728,0,82499,485.0,15
32,809,25470,0,39999,424.0,7
54,827,43000,0,26500,292.0,7
43,427,50000,0,27500,340.0,10
22,1761,57237,0,32000,285.0,8
4,964,54000,0,45000,425.0,9
28,1135,170000,0,10500,300.0,20
9,1619,44800,0,19395,420.0,6
14,656,49170,0,22000,365.0,8
36,347,69431,0,23900,208.0,7
22,813,26000,0,42000,285.0,5
39,910,160000,0,3950,188.0,13
9,1662,196300,0,8995,355.0,10
4,50,87000,0,10700,300.0,16
20,1231,33000,0,61000,300.0,6
43,1175,62500,0,19500,300.0,11
9,506,1800,0,49500,490.0,2
36,224,41500,0,44900,577.0,8
53,864,1500,0,63900,295.0,2
43,1176,88977,0,29000,310.0,8
34,1014,124000,0,6699,140.0,26
53,864,90000,0,19000,270.0,9
22,842,72500,0,18500,295.0,8
20,1234,79500,0,17390,328.0,11
9,1619,6200,0,52900,355.0,5
20,1236,76474,0,19000,400.0,9
9,398,97496,0,51500,426.0,15
36,755,148000,0,9000,335.0,14
4,960,29000,0,29000,405.0,7
19,248,71669,0,18700,120.0,7
43,156,23700,0,75500,500.0,8
9,1617,93400,3,34500,355.0,6
0,1627,123256,0,24999,305.0,12
39,781,89000,0,20000,485.0,10
14,640,123000,0,10999,290.0,13
53,864,69350,0,26000,270.0,10
14,677,120000,1,31950,450.0,6
4,973,5800,0,43900,503.0,2
22,816,38500,0,73000,285.0,5
5,481,22000,0,67900,600.0,7
14,646,102000,0,36000,290.0,8
26,1425,99915,0,26500,340.0,7
4,960,10000,0,28000,405.0,5
4,970,46000,0,44900,425.0,7
26,1413,105000,0,29500,340.0,8
28,1007,52000,0,32000,300.0,8
9,507,2058,0,59950,490.0,3
27,791,61494,0,6250,263.0,20
27,1282,124000,0,16000,306.0,10
14,1733,139000,3,31450,300.0,11
15,244,116157,0,11000,288.0,13
9,1613,179200,0,18500,355.0,10
3,154,13800,0,48000,475.0,5
14,656,107000,0,15500,365.0,10
34,1056,75600,0,14950,155.0,10
9,397,123112,0,9999,312.0,17
27,566,132000,0,10999,272.0,17
43,427,157500,0,9100,420.0,17
26,1365,67482,0,35000,248.0,7
36,334,77000,0,13850,248.0,14
9,398,8660,0,42500,455.0,7
14,576,58000,0,32000,375.0,6
39,780,16850,0,65499,545.0,10
20,744,132000,0,8500,328.0,14
9,396,1500,0,41900,455.0,4
9,1662,116320,3,53500,355.0,10
26,1367,5200,2,79500,395.0,2
4,44,152000,0,14995,240.0,12
27,566,127600,0,6880,263.0,15
9,502,204700,0,5200,350.0,17
36,334,125900,0,6000,255.0,13
50,1747,102000,0,12000,268.0,11
36,329,60000,0,27500,201.0,9
3,1241,37500,0,45000,329.0,6
0,997,145000,0,3200,260.0,21
3,1238,63400,0,55000,333.0,8
15,1535,80000,0,31000,420.0,4
36,329,60000,0,19800,241.0,10
9,1618,195361,0,16999,355.0,9
39,1049,137333,0,4500,290.0,13
4,114,69750,0,19500,445.0,9
4,976,48600,0,59500,600.0,7
27,566,114323,0,9200,272.0,18
24,1515,162000,0,18000,146.0,7
4,986,15183,0,91000,617.0,2
31,514,98900,0,8500,180.0,10
14,656,32268,0,62000,325.0,7
44,25,68000,0,42000,410.0,4
14,677,68000,3,42500,385.0,6
28,1012,14220,0,24000,245.0,9
9,1711,75019,0,19000,310.0,8
0,994,150000,0,9850,300.0,19
9,1662,160000,3,19995,320.0,16
36,223,10500,2,64500,429.0,2
9,508,10500,0,66000,490.0,3
36,546,84500,0,22450,302.0,11
3,1461,149800,0,11999,333.0,11
27,1317,209500,0,6500,245.0,19
14,632,53500,0,42000,375.0,7
43,430,13250,0,84000,550.0,3
34,1014,120800,0,11000,143.0,13
9,510,202,0,69900,670.0,2
53,864,74000,0,35700,295.0,7
27,777,26200,0,6700,303.0,14
36,205,70700,0,24000,362.0,8
36,1487,56000,0,67250,518.0,16
14,1339,170000,0,13500,210.0,14
9,398,87305,0,22000,426.0,9
26,1366,59338,2,54490,395.0,5
43,428,61500,0,5699,430.0,9
36,222,24115,0,54900,385.0,8
14,315,78007,0,19500,315.0,4
4,964,41500,0,69000,414.0,14
20,744,57000,0,50000,330.0,7
9,399,115000,0,4200,200.0,18
50,887,112000,0,11000,152.0,8
4,102,123000,0,12500,300.0,10
9,398,68000,0,23999,455.0,8
50,893,67000,0,28000,265.0,6
36,1484,49000,0,15000,302.0,12
17,1448,90000,0,11900,240.0,20
14,677,67500,1,38700,450.0,6
27,360,97700,2,9995,134.0,12
14,662,53401,0,31000,450.0,6
36,332,71200,0,28900,241.0,8
8,376,29475,0,69645,556.0,6
43,431,66000,0,27000,265.0,14
27,566,90601,0,10900,272.0,14
26,1402,46891,2,30000,395.0,5
4,113,39886,0,45000,445.0,10
26,1387,55000,0,35000,380.0,6
36,1487,60100,0,16500,518.0,17
53,83,31075,0,80140,270.0,6
4,964,7982,0,32000,425.0,9
36,207,61675,0,23950,503.0,8
36,546,103400,0,17900,302.0,11
43,1175,101000,0,14500,300.0,14
34,1070,120000,0,3000,263.0,14
54,592,89500,0,17100,200.0,15
9,1565,56000,3,49900,360.0,10
3,1222,15882,0,42950,252.0,6
25,867,22000,0,32500,573.0,8
36,205,67100,0,32000,362.0,7
53,1624,15000,2,41000,382.0,2
4,67,70000,0,20000,240.0,11
14,677,52000,0,41900,385.0,7
14,1114,94000,0,14000,412.0,15
36,756,63300,0,28600,362.0,12
36,545,28663,0,22999,241.0,6
50,893,75000,0,24840,260.0,15
3,169,20897,0,11000,211.0,14
27,1314,44000,0,20500,295.0,5
4,104,25990,0,35850,335.0,5
5,485,13250,0,76500,582.0,3
50,270,6640,0,40200,260.0,7
17,581,120000,0,9500,200.0,15
15,1538,151896,1,52000,445.0,9
15,1862,29800,0,76900,355.0,3
27,1310,152000,0,12900,270.0,14
43,150,4785,0,56900,400.0,10
9,396,39000,0,71400,455.0,4
9,275,171750,3,5900,295.0,20
9,398,7458,0,36000,455.0,3
14,680,90000,0,20000,300.0,22
50,1158,116000,0,6000,182.0,11
54,905,122945,0,8250,174.0,21
3,1464,46000,0,49999,450.0,7
53,83,91420,0,18000,270.0,9
53,776,20678,0,19395,228.0,3
27,1318,12500,2,54000,308.0,3
14,1113,134000,0,8500,210.0,15
14,656,76500,0,17900,365.0,8
4,97,59000,0,30500,240.0,7
15,244,123500,0,6500,288.0,18
3,1454,98527,0,11495,333.0,13
26,1372,53900,0,33900,340.0,8
27,788,95212,0,34995,301.0,12
4,1780,9000,0,38700,248.0,3
43,140,60000,0,53000,350.0,18
14,1108,64500,0,16000,150.0,27
9,1562,16400,0,41500,355.0,3
14,1114,31700,0,47500,460.0,3
14,671,28000,3,12500,385.0,17
4,964,72277,0,38532,425.0,6
14,682,163000,1,30500,440.0,10
14,677,95000,1,49990,450.0,6
27,788,72500,0,26999,301.0,9
14,315,32437,0,76000,315.0,4
14,1121,95000,0,10500,300.0,19
9,1617,59400,0,33500,355.0,6
53,864,121800,0,7750,295.0,10
36,1441,6397,0,75000,449.0,9
36,554,131000,0,15500,469.0,20
1,1357,28644,0,50000,505.0,6
4,41,57800,0,17900,184.0,28
9,399,153000,0,6900,200.0,26
39,1192,90601,0,15900,260.0,11
43,308,135000,0,6500,265.0,24
3,178,53000,0,29500,252.0,7
20,1253,91239,0,26500,295.0,8
50,1748,115000,0,8950,268.0,10
10,34,16200,0,31000,292.0,8
3,1645,111228,0,14999,211.0,12
14,1114,125000,0,16500,412.0,17
8,600,113395,0,27000,420.0,8
9,1564,61145,1,36999,445.0,3
14,1122,62500,0,16900,305.0,12
50,291,129858,0,10000,200.0,12
36,546,82975,0,28000,302.0,11
36,1481,76296,0,18000,382.0,14
53,410,170000,0,7500,225.0,20
34,1058,116320,0,6900,156.0,14
19,596,125559,0,11100,378.0,11
43,1174,75137,0,12500,300.0,7
9,1662,1000,0,36995,355.0,10
14,666,52673,0,49750,375.0,5
14,666,63300,0,25950,325.0,8
53,494,110000,0,19000,132.0,8
43,1024,72393,0,17899,340.0,10
36,1484,76000,0,23000,302.0,22
43,159,14676,0,19795,480.0,3
43,421,183000,1,10900,240.0,14
10,19,192000,0,4000,200.0,14
3,191,27100,2,38500,335.0,6
4,1796,14269,0,57000,600.0,3
43,140,13250,0,89900,379.0,4
28,501,171750,0,4900,305.0,20
36,546,62285,0,19470,302.0,10
14,666,14381,0,92000,335.0,3
39,261,7100,0,29994,390.0,4
36,546,110000,0,20000,302.0,13
15,1535,89000,0,42000,420.0,4
24,1592,87500,0,16770,281.0,7
11,446,32000,0,27500,303.0,4
39,1687,70000,0,20000,390.0,13
3,166,60500,0,15750,211.0,13
39,909,118000,0,9000,188.0,13
26,1400,122650,0,31000,240.0,9
53,1726,65000,0,55000,381.0,3
27,788,96653,0,20500,301.0,10
27,927,63500,0,42000,383.0,9
14,734,49170,0,19500,175.0,9
1,1356,112000,0,4999,280.0,10
24,1672,14642,0,63999,291.0,2
50,896,149500,0,5500,305.0,20
36,764,88000,0,12000,241.0,9
32,1260,71000,0,17500,394.0,19
11,534,26000,0,2300,160.0,21
36,1481,92000,0,18300,429.0,12
43,1181,42596,0,52500,440.0,10
38,938,15500,0,90000,291.0,4
28,1009,73000,0,16000,263.0,15
3,173,68000,0,19500,211.0,13
36,205,47000,0,23500,362.0,8
14,646,199000,3,10750,290.0,13
3,1222,56600,0,19500,211.0,9
14,1112,16600,0,45500,310.0,9
14,713,119000,0,20900,160.0,8
14,682,64552,1,24995,440.0,9
31,492,118000,0,13850,172.0,16
36,547,90818,0,5500,268.0,17
27,1310,100,0,66200,295.0,3
26,1402,41000,2,67999,395.0,5
50,896,70000,0,17500,305.0,18
11,449,119900,0,13000,370.0,10
22,817,65441,0,47000,285.0,5
3,1222,137790,3,14000,220.0,10
4,113,29500,0,50000,445.0,7
36,546,61450,0,18500,302.0,5
14,656,96419,3,29000,385.0,9
9,524,120000,0,12000,138.0,18
27,361,59700,2,22500,134.0,10
8,611,19250,0,79999,420.0,4
38,1167,188000,0,7000,166.0,13
27,566,89500,0,20500,272.0,9
4,113,41906,0,41500,445.0,11
9,506,45000,0,35000,490.0,4
39,63,49000,0,19990,332.0,11
11,1336,151400,0,10995,345.0,19
39,1125,86629,0,20900,317.0,11
36,334,85766,0,11000,248.0,12
36,1443,10500,0,64250,463.0,4
14,781,7800,0,52000,480.0,3
14,666,194000,0,5800,325.0,14
14,666,28000,0,39900,325.0,4
36,205,40000,0,32000,362.0,8
3,1275,11102,0,65900,610.0,8
19,1736,68364,0,10300,132.0,12
19,805,65000,0,16250,344.0,12
39,1352,87768,0,28500,170.0,8
0,996,22000,0,51900,290.0,9
26,1400,29400,0,29000,240.0,10
14,671,9400,1,64000,450.0,4
53,280,185000,0,8999,268.0,17
39,258,79635,0,12500,175.0,11
36,546,122000,0,11100,302.0,13
20,744,194000,0,4900,328.0,17
43,1174,97726,0,10795,310.0,12
36,1445,40900,0,59750,577.0,10
43,431,846,0,17000,265.0,10
27,1310,80000,0,14500,270.0,16
14,1119,116157,0,10500,210.0,18
36,206,39000,0,62000,469.0,6
27,917,22400,0,89000,471.0,2
3,1249,7200,2,76500,335.0,4
53,496,85768,0,14000,132.0,10
9,277,157530,3,6099,295.0,20
3,185,70891,2,17000,335.0,6
54,571,69600,0,12000,210.0,21
3,1302,50000,2,72000,591.0,2
14,656,137483,0,7000,375.0,12
14,666,39000,0,44900,325.0,4
8,374,83500,0,15499,270.0,12
28,1012,67726,0,34995,240.0,8
17,250,138700,0,4000,190.0,18
44,10,55000,0,24950,395.0,8
22,837,17000,0,42000,293.0,4
14,317,11000,0,32400,275.0,3
8,374,82900,0,12700,270.0,14
7,883,68250,0,24000,305.0,8
14,633,4500,0,82000,375.0,2
14,673,58500,1,45000,450.0,6
22,813,33000,0,53000,285.0,4
36,737,78124,0,51900,416.0,9
4,53,70891,0,30499,320.0,7
14,646,156000,0,9500,290.0,8
53,410,138000,0,9450,225.0,18
14,666,62480,0,57352,385.0,8
44,1208,96000,0,21500,280.0,9
36,546,30300,0,29000,302.0,12
36,1487,17000,0,45000,518.0,10
54,905,162482,0,10000,174.0,17
31,492,95000,0,9995,172.0,19
14,666,28260,0,53499,325.0,4
36,1606,59271,1,32000,188.0,7
27,927,19000,0,54000,383.0,4
24,1153,111564,0,11200,192.0,10
50,1750,50000,0,42000,305.0,4
3,1238,75000,0,24000,333.0,9
3,1454,111773,0,20900,333.0,12
14,656,125559,0,17500,365.0,9
54,903,92000,0,15000,150.0,9
54,818,90000,0,16000,170.0,9
26,1367,29700,2,53000,395.0,5
26,1408,73500,0,15051,523.0,7
22,1761,150000,0,5900,181.0,28
36,737,8681,0,82000,416.0,4
3,1223,77300,0,30000,280.0,9
0,993,91843,0,38500,300.0,11
36,1484,160000,0,9995,302.0,17
25,869,21000,0,7390,602.0,9
50,1158,87092,0,20150,175.0,10
9,502,92800,0,9975,340.0,18
9,1554,53850,0,32500,355.0,5
36,1603,31000,1,51000,188.0,4
22,813,40000,0,28500,285.0,7
43,144,39000,0,69999,350.0,12
14,574,2250,0,47500,250.0,3
8,603,9500,0,73300,420.0,3
3,1461,46150,0,42000,354.0,7
27,1232,22480,2,84900,354.0,4
34,388,24847,0,35470,227.0,7
43,118,29500,0,29000,350.0,10
36,222,39000,0,54000,329.0,7
14,677,88000,3,36999,385.0,6
4,131,64160,0,20999,445.0,12
36,1481,77000,0,90000,429.0,12
53,776,123500,0,8500,228.0,3
4,976,63900,0,53000,600.0,5
43,145,65000,0,19500,355.0,20
26,1381,122000,0,13999,230.0,14
14,634,28260,0,62900,375.0,5
53,1653,65000,0,24000,236.0,9
4,964,101000,0,25500,333.0,24
50,1747,101750,0,13995,268.0,10
53,83,65000,0,23500,270.0,6
43,308,28000,0,39777,201.0,26
26,1383,160000,0,33000,375.0,13
0,993,87500,0,15750,300.0,12
22,1767,52775,0,52999,285.0,6
28,1010,72900,2,30500,188.0,7
53,83,24985,0,36000,270.0,5
9,1613,150000,0,9500,320.0,14
20,1257,69000,0,69790,400.0,8
9,521,110000,0,11600,153.0,9
27,1310,186268,0,10500,270.0,14
26,1416,99915,0,26000,375.0,12
4,44,134000,0,7500,230.0,13
17,250,78717,0,14311,185.0,9
4,980,39300,0,52500,560.0,5
26,1434,12000,0,62000,550.0,5
26,1394,174000,0,18000,240.0,13
36,767,5338,0,54500,255.0,3
14,1113,130000,0,15900,252.0,19
14,666,6200,0,49999,375.0,5
26,1396,119000,0,18800,240.0,10
4,134,50500,0,60000,335.0,7
14,662,23600,0,58900,400.0,2
14,666,14000,0,46500,325.0,3
4,102,122000,0,11500,300.0,15
11,1326,143898,0,9950,325.0,21
9,1662,153800,3,10900,320.0,13
14,656,67500,0,32000,325.0,7
4,51,50000,0,27000,300.0,13
14,662,8200,0,61995,450.0,2
3,1300,44168,0,68500,560.0,4
15,244,135800,0,8750,288.0,12
36,546,85500,0,20900,302.0,14
9,398,19200,0,50000,455.0,3
27,921,132800,0,8900,380.0,20
4,980,29500,0,47500,560.0,9
14,712,92000,0,24500,350.0,6
26,1416,66500,0,23999,340.0,8
27,880,123500,0,25000,306.0,19
39,728,135603,0,17500,261.0,17
22,1768,714,0,29000,285.0,6
14,666,48000,0,34500,375.0,5
36,546,57918,0,21750,302.0,11
4,130,29000,0,52500,523.0,8
14,683,163000,1,31900,325.0,19
44,10,24213,0,46500,395.0,3
14,683,152000,1,9995,325.0,19
14,315,162731,0,14500,315.0,12
36,854,189887,0,2500,189.0,18
36,755,99200,0,23000,335.0,14
36,1603,80000,1,31000,188.0,9
8,605,113500,3,8500,403.0,12
53,1728,97700,0,11495,240.0,21
4,48,41500,0,35900,248.0,6
26,1425,19000,0,78900,340.0,6
36,225,2894,0,53900,577.0,7
4,73,87888,0,11499,300.0,12
53,1279,92000,2,30000,219.0,6
25,286,56600,0,6500,602.0,17
53,1726,162000,0,9999,282.0,12
20,744,49000,0,35300,328.0,14
36,767,41500,0,39900,255.0,6
26,1425,49799,0,39750,340.0,9
36,546,67350,0,18900,302.0,13
36,206,48500,0,36000,469.0,7
14,318,19200,0,63500,275.0,3
14,643,36500,0,51000,365.0,12
32,1264,3053,0,56500,424.0,2
27,790,76000,0,40000,301.0,3
28,1011,19700,0,26500,400.0,7
36,208,59000,0,25000,469.0,9
36,1600,24000,0,24000,188.0,11
3,1452,98400,0,12000,333.0,13
21,1839,110000,0,15000,290.0,24
11,1331,199000,0,4500,210.0,19
14,662,41000,0,54000,450.0,5
53,410,170000,0,8700,225.0,19
8,604,67250,0,38500,420.0,8
3,1222,72922,0,15999,248.0,10
50,1747,25000,0,33999,265.0,10
43,144,26000,0,39000,420.0,6
20,1251,130921,0,11500,400.0,14
14,640,119850,0,14000,290.0,8
34,1014,143500,0,8500,179.0,18
15,1862,154860,0,35000,355.0,9
53,860,160000,0,7495,270.0,17
14,677,85200,1,66000,450.0,6
9,395,41500,0,42999,275.0,8
22,954,103000,0,9999,210.0,17
8,238,62500,0,16000,202.0,13
36,232,18000,0,50000,550.0,5
9,1549,168600,0,24900,332.0,18
9,506,15183,0,92900,490.0,3
14,1114,35500,0,39750,460.0,6
14,671,66281,1,48500,450.0,7
4,958,39000,0,26000,405.0,8
34,1060,96800,0,14500,156.0,16
34,1058,112552,0,18998,155.0,10
22,813,1750,0,43500,285.0,3
19,246,146000,0,8300,104.0,16
3,191,17500,2,39000,335.0,5
14,1708,163000,0,12000,310.0,10
55,344,44487,0,27000,227.0,5
54,905,101900,0,6600,174.0,18
22,1756,132971,0,5700,181.0,19
36,332,59400,0,21000,241.0,10
3,169,137273,0,20000,211.0,14
4,104,76400,0,21000,335.0,8
14,1114,47000,0,42000,412.0,9
31,492,110022,0,3600,172.0,18
14,659,36000,0,73000,563.0,5
43,1022,86818,0,24950,252.0,8
8,372,99769,0,12749,255.0,17
0,346,138415,0,30089,201.0,17
36,772,13344,0,75000,362.0,4
9,1613,139000,0,14900,355.0,10
9,508,3959,0,46900,490.0,4
14,638,147600,0,10500,300.0,14
3,1496,49750,0,37000,349.0,9
28,1001,115550,0,18500,240.0,9
43,140,15741,0,82500,379.0,5
14,646,90601,0,16500,290.0,12
32,1264,846,0,51000,424.0,8
20,1257,84500,0,31750,420.0,11
36,207,43000,0,37500,503.0,7
9,502,69764,0,10300,430.0,21
9,1659,4500,0,66500,420.0,4
20,1253,95400,0,14995,265.0,9
42,749,82323,0,14900,355.0,16
9,1612,66500,0,19750,355.0,10
39,1190,45000,0,39500,260.0,5
27,882,118000,0,15000,416.0,19
20,1250,95798,0,21400,208.0,8
14,1113,82000,0,19000,300.0,23
43,118,20600,0,49500,300.0,6
53,405,13700,2,39990,208.0,4
9,508,4200,0,69995,490.0,2
27,566,67289,0,20997,302.0,8
32,808,39000,0,29000,404.0,13
26,1416,12985,0,31999,340.0,6
9,1663,75428,0,20000,355.0,7
26,1409,1500,0,53900,463.0,2
52,1095,47000,0,54500,534.0,4
9,473,87500,3,11500,235.0,18
14,677,92000,3,33000,385.0,6
9,502,16100,0,3900,340.0,28
4,44,119750,0,14250,240.0,12
36,332,59400,0,26000,241.0,8
14,646,90000,0,12500,290.0,22
50,1748,48210,0,21590,268.0,9
14,673,2800,1,93000,475.0,2
50,270,41997,0,24900,260.0,4
3,1249,25000,2,54999,335.0,5
3,1644,42650,0,27200,220.0,7
32,808,59000,0,33000,404.0,7
4,1774,50000,0,42000,228.0,4
4,980,60660,0,9450,560.0,14
19,802,55000,0,17100,348.0,9
14,677,25250,1,31900,400.0,4
9,1103,100000,0,13500,240.0,22
9,1571,88000,1,62000,445.0,5
9,507,2700,0,92500,490.0,4
9,502,37622,0,10995,400.0,18
3,182,51000,0,29000,310.0,8
26,1413,55000,0,29000,340.0,8
43,431,94653,0,12500,265.0,14
16,746,2121,0,31500,252.0,2
19,1171,45000,0,73000,291.0,4
53,1726,66500,0,16500,381.0,13
14,657,92500,0,9499,300.0,15
27,1313,41000,0,38500,295.0,5
4,976,12500,0,65999,600.0,4
44,30,39000,0,45000,410.0,5
36,332,40000,0,26800,241.0,6
14,656,94634,0,32950,325.0,10
36,1486,127980,0,11000,493.0,17
14,657,178416,0,12990,300.0,21
4,42,173456,0,4500,215.0,22
14,1113,178000,0,5500,315.0,21
44,12,53500,0,79999,395.0,4
14,630,163500,3,7100,310.0,14
9,401,122000,0,6999,310.0,18
17,517,10339,0,27500,192.0,5
11,533,61160,0,10900,190.0,26
54,903,63000,0,24000,150.0,8
9,1613,194000,3,3900,320.0,17
4,73,70000,0,24000,300.0,12
14,1114,150000,0,9495,315.0,15
44,30,24900,0,50500,410.0,3
14,560,67499,3,26900,255.0,15
27,1314,125000,0,12000,295.0,13
27,1310,91545,0,15750,263.0,16
14,667,162000,0,19500,292.0,28
26,1402,33500,0,27350,385.0,6
38,1165,65290,0,21990,166.0,7
17,581,181870,0,9000,166.0,17
27,564,23150,2,15000,188.0,10
26,1416,41500,0,55500,340.0,6
36,553,132269,0,6600,302.0,20
27,788,82978,0,16000,301.0,12
10,1695,79500,3,16999,283.0,12
22,813,4100,0,76400,285.0,5
38,571,136400,0,7999,260.0,20
